Product Name,New Price,Old Price,Discount (%),Brand,Items Left,Rating,Time Left,URL
DR.DESS Kojic Acid Brightening Moist Face Cream Skin Brightening Hydrating Anti-Acne Reduces Dark Spots Smooth Nourishing Daily Moisturizer,KSh 419,KSh 899,53%,DR.DESS,40 items left,3.5 out of 5,01w : 01d : 13h,https://www.jumia.co.ke/dr.dess-kojic-acid-brightening-moist-face-cream-skin-brightening-hydrating-anti-acne-reduces-dark-spots-smooth-nourishing-daily-moisturizer-327099344.html
"Vision Plus VP8832SW 32"" Frameless HD Smart TV – Netflix/YouTube/500+ Apps, Inbuilt Decoder DVB-T2/S2, Bluetooth, Dolby Audio + Free Wall Mount (2YRS WRTY)","KSh 11,199","KSh 15,000",25%,Vision Plus,10 items left,3.9 out of 5,05d : 06h : 15m,https://www.jumia.co.ke/vision-plus-vp8832sw-32-frameless-hd-smart-tv-netflixyoutube500-apps-inbuilt-decoder-dvb-t2s2-bluetooth-dolby-audio-free-wall-mount-2yrs-wrty-325855486.html
DR.DESS Collagen Face Lotion 100ml reduce the appearance of fine lines restores elasticity rejuvenates the skin,KSh 559,KSh 999,44%,DR.DESS,7 items left,0 out of 5,05d : 06h : 15m,https://www.jumia.co.ke/dr.dess-collagen-face-lotion-100ml-reduce-the-appearance-of-fine-lines-restores-elasticity-rejuvenates-the-skin-327323640.html
"Infinix Hot 60i 4G, 6.7"", 6GB RAM + 128GB, 5160mAh (Dual SIM), Sleek Black  (1YR WRTY)","KSh 14,740","KSh 16,000",8%,Infinix,20 items left,4.3 out of 5,06h : 15m : 08s,https://www.jumia.co.ke/infinix-hot-60i-4g-6.7-6gb-ram-128gb-5160mah-dual-sim-sleek-black-1yr-wrty-324932236.html
Vitron HTC3200S 32-Inch QLED Bluetooth Frameless Smart Android TV Inbuilt Decoder +FREE GIFTS,"KSh 12,690","KSh 24,000",47%,Vitron,27 items left,3.9 out of 5,01w : 01d : 13h,https://www.jumia.co.ke/vitron-htc3200s-32-inch-qled-bluetooth-frameless-smart-android-tv-inbuilt-decoder-free-gifts-309219817.html
"Maybelline Perfect Pout Duo: Petal Hydrating Lifter Gloss, Lets Bounce Lifter Liner","KSh 2,200","KSh 2,750",20%,Maybelline,40 items left,0 out of 5,06h : 14m : 53s,https://www.jumia.co.ke/maybelline-perfect-pout-duo-petal-hydrating-lifter-gloss-lets-bounce-lifter-liner-327131025.html
Amtec AM-107 Subwoofer AmtecSystem 2.1CH 8000wts BT/FM (1YR WRTY),"KSh 2,700","KSh 4,000",33%,Amtec,4 items left,3.9 out of 5,05d : 06h : 14m,https://www.jumia.co.ke/amtec-am-107-subwoofer-amtecsystem-2.1ch-8000wts-btfm-1yr-wrty-63240674.html
NIVEA Hydro Care Lip Balm - 4.8g.,KSh 322,KSh 395,18%,NIVEA,24 items left,4.5 out of 5,06h : 14m : 37s,https://www.jumia.co.ke/nivea-hydro-care-lip-balm-4.8g.-326706910.html
"Redmi 15C By Xiaomi, 6.9"", Up to 8GB Extended RAM + 128GB Storage, 6000mAh (Dual Sim) 1 Year warranty - Black+WEBWatch+Earpods+Otg Cable","KSh 14,699","KSh 19,999",27%,Redmi,385 items left,4.2 out of 5,06h : 14m : 29s,https://www.jumia.co.ke/redmi-15c-byxiaomi-6.9-up-to-8gb-extended-ram-128gb-storage-6000mah-dual-sim-1-year-warranty-blackwebwatchearpodsotg-cable-276142764.html
3 Pcs classic cotton kids vest - Boys,KSh 499,KSh 590,15%,Easy and safer payments via the JumiaPay App.,996 items left,4.6 out of 5,06h : 14m : 20s,https://www.jumia.co.ke/fashion-3-pcs-classic-cotton-kids-vest-boys-201420692.html
"Itel TV 43 inches QLED Smart TV, FHD, Frameless, Bluetooth, Android14, Wifi, Digital, Netflix, YouTube, Prime, 43"" television (1 year warranty, New Launch price, wall mount free gift)","KSh 17,075","KSh 40,250",58%,Itel,100 items left,3.8 out of 5,05d : 06h : 14m,https://www.jumia.co.ke/tv-43-inches-qled-smart-tv-fhd-frameless-bluetooth-android14-wifi-digital-netflix-youtube-prime-43-television-1-year-warranty-new-launch-price-wall-mount-free-gift-itel-mpg9962024.html
24 PCS Press-On Nails Removable & Reusable Ideal for Dates & Daily Outings Includes 1 Free Glue Bottle,KSh 301,KSh 405,26%,Easy and safer payments via the JumiaPay App.,92 items left,3.6 out of 5,01w : 01d : 13h,https://www.jumia.co.ke/fashion-24-pcs-press-on-nails-removable-reusable-ideal-for-dates-daily-outings-includes-1-free-glue-bottle-326869858.html
"Infinix Note 50 Pro (256GB ROM+8GB RAM),4G, 108MP, 5000mAh+Smartwatch+Earpods+Powerbank","KSh 30,999","KSh 59,999",48%,Infinix,993 items left,3 out of 5,06h : 13m : 56s,https://www.jumia.co.ke/infinix-note-50-pro-256gb-rom8gb-ram4g-108mp-5000mahsmartwatchearpodspowerbank-317497225.html
"DR.DESS AHA Moisturizing Face Cream reduce fine lines, wrinkles, and acne while providing hydration and increasing collagen production Improves Product Absorption",KSh 419,KSh 899,53%,DR.DESS,1 item left,3.3 out of 5,01w : 01d : 13h,https://www.jumia.co.ke/dr.dess-aha-moisturizing-face-cream-reduce-fine-lines-wrinkles-and-acne-while-providing-hydration-and-increasing-collagen-production-improves-product-absorption-327099449.html
Cube CBT32S 32 Inch Smart TV - Black (2YRs WRTY),"KSh 10,110","KSh 13,999",28%,Cube,43 items left,3.9 out of 5,05d : 06h : 13m,https://www.jumia.co.ke/cube-cbt32s-32-inch-smart-tv-black-2yrs-wrty-325855106.html
"Catpapa Exclusive Perks for Loyal Customers! 0-3 years old boys summer short sleeve suit, blue keep going fashion, suitable for party gatherings, outings, home comfortable and cool",KSh 810,"KSh 1,755",54%,Catpapa,79 items left,0 out of 5,06h : 13m : 33s,https://www.jumia.co.ke/catpapa-exclusive-perks-for-loyal-customers-0-3-years-old-boys-summer-short-sleeve-suit-blue-keep-going-fashion-suitable-for-party-gatherings-outings-home-comfortable-and-cool-325323321.html
"Catpapa Exclusive Perks for Loyal Customers! 0-3 years old girl's summer short sleeve suit, sunflower oil painting fashion, suitable for party gatherings, outings, comfortable and cool at home",KSh 810,"KSh 1,755",54%,Catpapa,77 items left,0 out of 5,06h : 13m : 25s,https://www.jumia.co.ke/catpapa-exclusive-perks-for-loyal-customers-0-3-years-old-girls-summer-short-sleeve-suit-sunflower-oil-painting-fashion-suitable-for-party-gatherings-outings-comfortable-and-cool-at-home-325323275.html
"DR.DESS 2Pcs Turmeric Face Cream and Face Serum Deep Moisturizing skin Prevents Acnes, Oil Control and Soothing, skin Repair",KSh 699,"KSh 1,000",30%,DR.DESS,6 items left,0 out of 5,05d : 06h : 13m,https://www.jumia.co.ke/dr.dess-2pcs-turmeric-face-cream-and-face-serum-deep-moisturizing-skin-prevents-acnes-oil-control-and-soothing-skin-repair-327513369.html
"Samsung Galaxy A07 4G, 6.7"", 128GB + 4GB RAM (Dual SIM), 5000mAh, Black","KSh 18,300","KSh 24,000",24%,Samsung,6 items left,0 out of 5,06h : 13m : 09s,https://www.jumia.co.ke/samsung-galaxy-a07-4g-6.7-128gb-4gb-ram-dual-sim-5000mah-black-327032867.html
"NIVEA MEN Derma Control Defend Anti-Perspirant Roll-on For Men, 72h – 50ml (Pack of 2)",KSh 979,"KSh 1,040",6%,NIVEA MEN,16 items left,5 out of 5,06h : 13m : 02s,https://www.jumia.co.ke/nivea-men-derma-control-defend-anti-perspirant-roll-on-for-men-72h-50ml-pack-of-2-327060738.html
24 PCS Press-On Nails Removable & Reusable Ideal for Dates & Daily Outings Includes 1 Free Glue Bottle,KSh 301,KSh 405,26%,Easy and safer payments via the JumiaPay App.,40 items left,4.3 out of 5,01w : 01d : 13h,https://www.jumia.co.ke/fashion-24-pcs-press-on-nails-removable-reusable-ideal-for-dates-daily-outings-includes-1-free-glue-bottle-326846565.html
"Samsung Galaxy A06, 6.7"", 64GB + 4GB RAM (Dual SIM), 5000mAh, Black","KSh 15,000","KSh 20,000",25%,Samsung,4 items left,0 out of 5,06h : 12m : 47s,https://www.jumia.co.ke/samsung-galaxy-a06-6.7-64gb-4gb-ram-dual-sim-5000mah-black-325579051.html
Catpapa Exclusive Perks for Loyal Customers! Chic Summer Dress for Girls 4-7Years: Sleeveless A-Line Shift Dress with Straps,KSh 608,"KSh 1,755",65%,Catpapa,81 items left,0 out of 5,06h : 12m : 39s,https://www.jumia.co.ke/catpapa-exclusive-perks-for-loyal-customers-chic-summer-dress-for-girls-4-7years-sleeveless-a-line-shift-dress-with-straps-316022963.html
"Catpapa Exclusive Perks for Loyal Customers! 0-3 years Heart pattern short-sleeved girl's suit, comfortable, suitable for summer outdoor activities, home play",KSh 810,"KSh 1,755",54%,Catpapa,77 items left,0 out of 5,06h : 12m : 31s,https://www.jumia.co.ke/catpapa-exclusive-perks-for-loyal-customers-0-3-years-heart-pattern-short-sleeved-girls-suit-comfortable-suitable-for-summer-outdoor-activities-home-play-325323215.html
"NIVEA Derma Control Natural Tone Anti-Perspirant Spray For Women, 72h– 150ml (Pack of 2)","KSh 1,350","KSh 1,440",6%,NIVEA,53 items left,0 out of 5,06h : 12m : 24s,https://www.jumia.co.ke/nivea-derma-control-natural-tone-anti-perspirant-spray-for-women-72h-150ml-pack-of-2-327061102.html
"K-Elec 43"" FHD Google Smart LED TV | Dolby Atmos Soundbar | Netflix & YouTube | WiFi | 36-Month Warranty | FREE TV Guard + FREE Wall Mount","KSh 24,999","KSh 35,999",31%,K-Elec,100 items left,4 out of 5,05d : 06h : 12m,https://www.jumia.co.ke/k-elec-43-fhd-google-smart-led-tv-dolby-atmos-soundbar-netflix-youtube-wifi-36-month-warranty-free-tv-guard-free-wall-mount-326348969.html
Vision Plus VP2111SB Immersive Sound 2.1 CH Sound Bar 240W - Black (2 YRs WRTY),"KSh 8,499","KSh 10,000",15%,Vision Plus,10 items left,4.5 out of 5,05d : 06h : 12m,https://www.jumia.co.ke/vision-plus-vp2111sb-immersive-sound-2.1-ch-sound-bar-240w-black-2-yrs-wrty-317496602.html
"XIAOMI Redmi Note 15, 6.8"", 6GB RAM + 128GB, 6000mAh, Black (25 Months Warranty)","KSh 24,590","KSh 35,000",30%,XIAOMI,7 items left,0 out of 5,05d : 06h : 12m,https://www.jumia.co.ke/xiaomi-redmi-note-15-6.8-6gb-ram-128gb-6000mah-black-25-months-warranty-327051273.html
24 PCS Press-On Nails Removable & Reusable Ideal for Dates & Daily Outings Includes 1 Free Glue Bottle,KSh 301,KSh 405,26%,Easy and safer payments via the JumiaPay App.,89 items left,4 out of 5,01w : 01d : 13h,https://www.jumia.co.ke/fashion-24-pcs-press-on-nails-removable-reusable-ideal-for-dates-daily-outings-includes-1-free-glue-bottle-326869578.html
"Samsung Galaxy A07 4G, 6.7"", 64GB + 4GB RAM (Dual SIM), 5000mAh, Black","KSh 16,500","KSh 24,000",31%,Samsung,2 items left,0 out of 5,06h : 11m : 46s,https://www.jumia.co.ke/samsung-galaxy-a07-4g-6.7-64gb-4gb-ram-dual-sim-5000mah-black-327032866.html
TARMAK Kids' Size 1 Mini Basketball K100 Rubber - Blue/ Orange,KSh 941,"KSh 1,250",25%,TARMAK,45 items left,3 out of 5,06h : 11m : 38s,https://www.jumia.co.ke/tarmak-kids-size-1-mini-basketball-k100-rubber-blue-orange-185453784.html
"Vitron V54SB, 2.1 Ch Multimedia Speaker System AC/DC - Black (1YR WRTY)","KSh 6,999",N/A,N/A,Vitron,10 items left,5 out of 5,05d : 06h : 11m,https://www.jumia.co.ke/vitron-v54sb-2.1-ch-multimedia-speaker-system-acdc-black-1yr-wrty-326149362.html
"XIAOMI Redmi 15 4G, 6GB RAM + 128GB, 7000mAh, Black (2YRs WRTY)","KSh 17,300","KSh 19,000",9%,XIAOMI,20 items left,4.3 out of 5,06h : 11m : 22s,https://www.jumia.co.ke/xiaomi-redmi-15-4g-6gb-ram-128gb-7000mah-black-2yrs-wrty-325627719.html
"Tecno Camon 50 Pro 6.78' Curved Screen, Up to 16GB RAM + 256GB Storage, 5200mAh Battery- Silver (2 Year Warranty)","KSh 37,799","KSh 65,999",43%,Tecno,998 items left,0 out of 5,06h : 11m : 08s,https://www.jumia.co.ke/tecno-camon-50-pro-6.78-curved-screen-up-to-16gb-ram-256gb-storage-5200mah-battery-silver-2-year-warranty-326926908.html
"K-Elec 43"" Inch 4K UHD Smart Google LED TV | Frameless | External Soundbar | Inbuilt Decoder | Netflix YouTube | HDR | WiFi | 36-Month Warranty","KSh 27,299","KSh 53,999",49%,K-Elec,33 items left,0 out of 5,05d : 06h : 11m,https://www.jumia.co.ke/k-elec-43-inch-4k-uhd-smart-google-led-tv-frameless-external-soundbar-inbuilt-decoder-netflix-youtube-hdr-wifi-36-month-warranty-326603116.html
Vision Plus 200L Chest Freezers - Silver Finish (2YRs WRTY),"KSh 34,100","KSh 45,094",24%,Vision Plus,10 items left,4.3 out of 5,05d : 06h : 10m,https://www.jumia.co.ke/vision-plus-200l-chest-freezers-silver-finish-2yrs-wrty-282691439.html
Amtec AM-04 2.1ch Sound Bar With a Powerful Subwoofer 100W - Black (1YR WRTY),"KSh 8,810","KSh 11,000",20%,Amtec,9 items left,4 out of 5,05d : 06h : 10m,https://www.jumia.co.ke/amtec-am-04-2.1ch-sound-bar-with-a-powerful-subwoofer-100w-black-1yr-wrty-314389928.html
"XIAOMI Redmi A7, 5.45"", 64GB + 3GB RAM (Dual Sim), 4000mAh - Black + Free Earphones","KSh 11,300","KSh 15,000",25%,XIAOMI,20 items left,0 out of 5,06h : 10m : 35s,https://www.jumia.co.ke/xiaomi-redmi-a7-5.45-64gb-3gb-ram-dual-sim-4000mah-black-free-earphones-327531872.html
Amtec AM-501  Immersive Sound 2.1ch Sound Bar With Subwoofer - 1YR WRTY,"KSh 5,056","KSh 6,000",16%,Amtec,9 items left,4.1 out of 5,05d : 06h : 10m,https://www.jumia.co.ke/amtec-am-501-immersive-sound-2.1ch-sound-bar-with-subwoofer-1yr-wrty-318824491.html
Array,"KSh 2,500","KSh 8,000",69%,Easy and safer payments via the JumiaPay App.,6 items left,4.8 out of 5,01w : 01d : 13h,https://www.jumia.co.ke/array-generic-mpg10285410.html
"XIAOMI 43"" Full HD Frameless A Series 2025 Google  Dolby Audio TV  (1YR WRTY)","KSh 25,995","KSh 44,995",42%,XIAOMI,21 items left,4.6 out of 5,05d : 06h : 10m,https://www.jumia.co.ke/xiaomi-43-full-hd-frameless-a-series-2025-google-dolby-audio-tv-1yr-wrty-326038859.html
24 PCS Press-On Nails Removable & Reusable Ideal for Dates & Daily Outings Includes 1 Free Glue Bottle,KSh 301,KSh 405,26%,Easy and safer payments via the JumiaPay App.,13 items left,0 out of 5,01w : 01d : 13h,https://www.jumia.co.ke/fashion-24-pcs-press-on-nails-removable-reusable-ideal-for-dates-daily-outings-includes-1-free-glue-bottle-326869681.html
Honor Play 10 6.74” 3GB ROM + 64GB RAM 5000 mAh Ocean Cyan - Dual Card Sim  (1YR WRTY),"KSh 10,499","KSh 11,586",9%,Honor,5 items left,0 out of 5,06h : 09m : 53s,https://www.jumia.co.ke/honor-play-10-6.74-3gb-rom-64gb-ram-5000-mah-ocean-cyan-dual-card-sim-1yr-wrty-326840328.html
Summer Fridays Dream Lip Oil - Hydrating Lip Gloss 4.5g,"KSh 1,072","KSh 1,206",11%,Easy and safer payments via the JumiaPay App.,5 items left,5 out of 5,01w : 01d : 13h,https://www.jumia.co.ke/fashion-summer-fridays-dream-lip-oil-hydrating-lip-gloss-4.5g-326858693.html
24 PCS Press-On Nails Removable & Reusable Ideal for Dates & Daily Outings Includes 1 Free Glue Bottle,KSh 301,KSh 405,26%,Easy and safer payments via the JumiaPay App.,6 items left,5 out of 5,01w : 01d : 13h,https://www.jumia.co.ke/fashion-24-pcs-press-on-nails-removable-reusable-ideal-for-dates-daily-outings-includes-1-free-glue-bottle-326869794.html
Cube CBT43S 43 Inch Smart TV - Black (2YRs WRTY),"KSh 17,810","KSh 21,999",19%,Cube,7 items left,4 out of 5,05d : 06h : 09m,https://www.jumia.co.ke/cube-cbt43s-43-inch-smart-tv-black-2yrs-wrty-325855263.html
Vision Plus Beat Box Mini 2,"KSh 9,220","KSh 10,021",8%,Vision Plus,10 items left,4.1 out of 5,05d : 06h : 09m,https://www.jumia.co.ke/beat-box-mini-2-vision-plus-mpg10239720.html
P9 Pro Max Wireless Headphones Bundle + Free Folding Phone Holder,"KSh 2,500","KSh 3,500",29%,Easy and safer payments via the JumiaPay App.,1 item left,0 out of 5,01w : 01d : 13h,https://www.jumia.co.ke/generic-p9-pro-max-wireless-headphones-bundle-free-folding-phone-holder-327348922.html
SIMI Smartphone COOL2 6.6inch  Screen HD+ 3GB+64GB 5000mAh,"KSh 7,795","KSh 11,390",32%,SIMI,5 items left,4 out of 5,01w : 01d : 13h,https://www.jumia.co.ke/simi-smartphone-cool2-6.6inch-screen-hd-3gb64gb-5000mah-325911274.html
K-Elec 181-Litres Top Mount No-Frost Double-Door Refrigerator With Ice Cube Tray Model- KR30-TM-NFC-KBI-Black (36Months Warranty) + Free Fridge Guard,"KSh 37,599","KSh 100,000",62%,K-Elec,10 items left,5 out of 5,05d : 06h : 08m,https://www.jumia.co.ke/k-elec-181-litres-top-mount-no-frost-double-door-refrigerator-with-ice-cube-tray-model-kr30-tm-nfc-kbi-black-36months-warranty-free-fridge-guard-326520389.html
24 PCS Press-On Nails Removable & Reusable Ideal for Dates & Daily Outings Includes 1 Free Glue Bottle,KSh 301,KSh 405,26%,Easy and safer payments via the JumiaPay App.,7 items left,1 out of 5,01w : 01d : 13h,https://www.jumia.co.ke/fashion-24-pcs-press-on-nails-removable-reusable-ideal-for-dates-daily-outings-includes-1-free-glue-bottle-326869798.html
"Vivo Y31d,  6.75"", 6GB RAM + 256GB (Dual SIM), 7200mAh, 44W Fast Charge, Grey","KSh 29,999","KSh 32,999",9%,Vivo,6 items left,0 out of 5,01w : 01d : 13h,https://www.jumia.co.ke/vivo-y31d-6.75-6gb-ram-256gb-dual-sim-7200mah-44w-fast-charge-grey-327050229.html
3Pcs Soft Cotton Multicolor Briefs Men's Boxers –for Trauser Size 30-42,KSh 421,KSh 900,53%,Easy and safer payments via the JumiaPay App.,109 items left,0 out of 5,06h : 08m : 33s,https://www.jumia.co.ke/fashion-3pcs-soft-cotton-multicolor-briefs-mens-boxers-for-trauser-size-30-42-160959316.html
DR.DESS Papaya Oil Double Effect Brightening Oil Clear Dark Knuckles Brighten Dark Armpits Dark Thighs makes Skin Silky Smooth 270ml,KSh 439,KSh 700,37%,DR.DESS,7 items left,0 out of 5,05d : 06h : 08m,https://www.jumia.co.ke/dr.dess-papaya-oil-double-effect-brightening-oil-clear-dark-knuckles-brighten-dark-armpits-dark-thighs-makes-skin-silky-smooth-270ml-327235363.html
"DR.DESS 2PCS Vitamin C Face Cream and Face Serum hydrates, rejuvenates Reduces Skin Pigmentation offering a smooth and glowing appearance",KSh 699,"KSh 1,000",30%,DR.DESS,19 items left,0 out of 5,05d : 06h : 08m,https://www.jumia.co.ke/dr.dess-2pcs-vitamin-c-face-cream-and-face-serum-hydrates-rejuvenates-reduces-skin-pigmentation-offering-a-smooth-and-glowing-appearance-327513592.html
"Ecomax 90L Fridge – Low Power Small Business Refrigerator, Perfect for Drinks & Food Storage + Free Fridge Guard","KSh 15,499","KSh 20,000",23%,Ecomax,39 items left,0 out of 5,05d : 06h : 08m,https://www.jumia.co.ke/ecomax-90l-fridge-low-power-small-business-refrigerator-perfect-for-drinks-food-storage-free-fridge-guard-327544211.html
6Pcs Finest Soft Cotton Checked Big Size Men's Boxers –for Trauser Size 34-45,KSh 799,"KSh 1,000",20%,Easy and safer payments via the JumiaPay App.,98 items left,4.7 out of 5,06h : 08m : 01s,https://www.jumia.co.ke/fashion-6pcs-finest-soft-cotton-checked-big-size-mens-boxers-for-trauser-size-34-45-125814316.html
"DR.DESS 2PCS Kojic Face Cream Face Serum Brightening Protects against Acne, Dark Spots, Freckles Reduces Skin Pigmentation and Anti Aging Facial",KSh 699,"KSh 1,000",30%,DR.DESS,19 items left,0 out of 5,05d : 06h : 07m,https://www.jumia.co.ke/dr.dess-2pcs-kojic-face-cream-face-serum-brightening-protects-against-acne-dark-spots-freckles-reduces-skin-pigmentation-and-anti-aging-facial-327514903.html
Baby Milk Storage Bags- 30 Pieces,KSh 699,"KSh 1,111",37%,Easy and safer payments via the JumiaPay App.,1 item left,5 out of 5,06h : 07m : 45s,https://www.jumia.co.ke/generic-baby-milk-storage-bags-30-pieces-179733848.html
"DR.DESS 2PCS AHA Face Cream and Face Serum educe fine lines, wrinkles, and acne while providing hydration and increasing collagen production Improves Product Absorption",KSh 699,"KSh 1,000",30%,DR.DESS,9 items left,0 out of 5,05d : 06h : 07m,https://www.jumia.co.ke/dr.dess-2pcs-aha-face-cream-and-face-serum-educe-fine-lines-wrinkles-and-acne-while-providing-hydration-and-increasing-collagen-production-improves-product-absorption-327513981.html
DR.DESS  Papaya 10pcs Face Mask sheet Skin Brightening Hydrating Oil Control Moisturizing,KSh 579,KSh 850,32%,DR.DESS,4 items left,0 out of 5,05d : 06h : 07m,https://www.jumia.co.ke/dr.dess-papaya-10pcs-face-mask-sheet-skin-brightening-hydrating-oil-control-moisturizing-327211996.html
Vaseline Intensive Care Lotion - Men Even Tone 400ml,KSh 790,KSh 870,9%,Vaseline,12 items left,0 out of 5,06h : 07m : 21s,https://www.jumia.co.ke/vaseline-intensive-care-lotion-men-even-tone-400ml-326521678.html
"LESIA 3 6.56"" HD 64GB Smartphone + FREE Bluetooth 5.3 Earbuds & T900 Pro Max Smartwatch – 3-in-1 Tech Bundle","KSh 9,100","KSh 12,000",24%,LESIA,5 items left,0 out of 5,01w : 01d : 13h,https://www.jumia.co.ke/lesia-3-6.56-hd-64gb-smartphone-free-bluetooth-5.3-earbuds-t900-pro-max-smartwatch-3-in-1-tech-bundle-327559175.html
3Pcs Soft Cotton Multicolor Briefs Men's Boxers –for Trauser Size 32-44,KSh 449,KSh 800,44%,Easy and safer payments via the JumiaPay App.,92 items left,3.8 out of 5,06h : 07m : 04s,https://www.jumia.co.ke/fashion-3pcs-soft-cotton-multicolor-briefs-mens-boxers-for-trauser-size-32-44-123210259.html
Vaseline Daily Sun Care- Daily Sun Cream Sp5 50+ 50ml,"KSh 2,500","KSh 2,795",11%,Vaseline,12 items left,0 out of 5,06h : 06m : 56s,https://www.jumia.co.ke/vaseline-daily-sun-care-daily-sun-cream-sp5-50-50ml-326521649.html
DR.DESS Vitamin C Face Lotion100ml  Improves Skin Texture Brightens dull  skin evens out skin tone and fades dark spots,KSh 559,KSh 999,44%,DR.DESS,10 items left,0 out of 5,05d : 06h : 06m,https://www.jumia.co.ke/dr.dess-vitamin-c-face-lotion100ml-improves-skin-texture-brightens-dull-skin-evens-out-skin-tone-and-fades-dark-spots-327323819.html
DR.DESS Turmeric 10pc  Brightening Facial Mask Sheet Prevent Ski Dryness Reduce Sensitivity Hydrate Skin while reducing Acne,KSh 579,KSh 850,32%,DR.DESS,5 items left,0 out of 5,05d : 06h : 06m,https://www.jumia.co.ke/dr.dess-turmeric-10pc-brightening-facial-mask-sheet-prevent-ski-dryness-reduce-sensitivity-hydrate-skin-while-reducing-acne-327212299.html
sm baby Cute Water-Proof High Quality Kids School Bags,"KSh 1,099","KSh 1,500",27%,sm baby,9 items left,3.2 out of 5,06h : 06m : 31s,https://www.jumia.co.ke/sm-baby-cute-water-proof-high-quality-kids-school-bags-172416351.html
K-Elec 532 Litres Side-By-Side Total No Frost Fridge Refrigerator With Ice Cube Tray - Black | Model KR86-SS-NFS-KBI | 36 Months Warranty + Free Fridge Guard,"KSh 100,999","KSh 180,000",44%,K-Elec,100 items left,0 out of 5,05d : 06h : 06m,https://www.jumia.co.ke/k-elec-532-litres-side-by-side-total-no-frost-fridge-refrigerator-with-ice-cube-tray-black-model-kr86-ss-nfs-kbi-36-months-warranty-free-fridge-guard-326348968.html
K-Elec KC25-KSW Chest Freezer 200 Litres,"KSh 29,799","KSh 59,999",50%,K-Elec,20 items left,0 out of 5,05d : 06h : 06m,https://www.jumia.co.ke/k-elec-kc25-ksw-chest-freezer-200-litres-326800769.html
DR.DESS Collagen Anti-Aging Face Toner Replenish Skin Collagen Fast Absorption Nourishes and rejuvenate the Skin,KSh 559,KSh 999,44%,DR.DESS,9 items left,0 out of 5,05d : 06h : 06m,https://www.jumia.co.ke/dr.dess-collagen-anti-aging-face-toner-replenish-skin-collagen-fast-absorption-nourishes-and-rejuvenate-the-skin-327323293.html
"HP Refurbished  Stream 11 Pro G5 + FREE Sleeve + Stand + Mouse  11.6"" HD  Intel Celeron  4GB RAM  64GB  Complete Starter Bundle","KSh 14,500","KSh 20,000",28%,HP,5 items left,0 out of 5,01w : 01d : 13h,https://www.jumia.co.ke/hp-refurbished-stream-11-pro-g5-free-sleeve-stand-mouse-11.6-hd-intel-celeron-4gb-ram-64gb-complete-starter-bundle-327484180.html
"XIAOMI Redmi A7 Pro, 6.9"", 128GB + 4GB RAM (Dual Sim), 6000mAh - Black + Free Earphones","KSh 14,300","KSh 16,000",11%,XIAOMI,20 items left,0 out of 5,06h : 05m : 46s,https://www.jumia.co.ke/xiaomi-redmi-a7-pro-6.9-128gb-4gb-ram-dual-sim-6000mah-black-free-earphones-327531871.html
6PCs Finest Cotton Freesize Unisex Plain Invisible Socks+1FREE NAIL TOES BRUSH,KSh 355,KSh 450,21%,Easy and safer payments via the JumiaPay App.,9 items left,4.2 out of 5,06h : 05m : 39s,https://www.jumia.co.ke/6pcs-finest-cotton-freesize-unisex-plain-invisible-socks-fashion-mpg324279.html
Red Waterproof Kids Student School Back Pack School Bags(PP1-Grade 5),"KSh 1,099","KSh 1,600",31%,Easy and safer payments via the JumiaPay App.,7 items left,5 out of 5,06h : 05m : 31s,https://www.jumia.co.ke/fashion-red-waterproof-kids-student-school-back-pack-school-bagspp1-grade-5-115628615.html
"DR.DESS 2pcs Papaya Brightening Face Serum Twin Pack Protects against Acne, Dark Spots, Freckles Reduces Skin Pigmentation and Anti Aging Oil Control",KSh 589,KSh 899,34%,DR.DESS,20 items left,0 out of 5,05d : 06h : 05m,https://www.jumia.co.ke/dr.dess-2pcs-papaya-brightening-face-serum-twin-pack-protects-against-acne-dark-spots-freckles-reduces-skin-pigmentation-and-anti-aging-oil-control-327515482.html
3 In 1 USB Backpack Dual Shoulder Bag Men's Bag Large Capacity Schoolbag,KSh 915,"KSh 1,800",49%,Easy and safer payments via the JumiaPay App.,21 items left,2.4 out of 5,06h : 05m : 16s,https://www.jumia.co.ke/fashion-3-in-1-usb-backpack-dual-shoulder-bag-mens-bag-large-capacity-schoolbag-325934929.html
Student Backpack Backpack Large Capacity Business Computer Backpack Travel Bag,KSh 959,"KSh 1,800",47%,Easy and safer payments via the JumiaPay App.,139 items left,2.9 out of 5,06h : 05m : 08s,https://www.jumia.co.ke/student-backpack-backpack-large-capacity-business-computer-backpack-travel-bag-fashion-mpg10134410.html
Kids Early Learning Education Touch Screen Mini iPad Tablet Computer Gift Toy For Children Learning Toys English Tablet Learning,KSh 520,"KSh 1,330",61%,Easy and safer payments via the JumiaPay App.,51 items left,2.3 out of 5,06h : 04m : 58s,https://www.jumia.co.ke/generic-kids-early-learning-education-touch-screen-mini-ipad-tablet-computer-gift-toy-for-children-learning-toys-english-tablet-learning-315075018.html
3 Pack Plain Men Official Trousers+FREE LEATHER BELT,"KSh 2,491 - KSh 3,699","KSh 2,999 - KSh 3,699",19%,Easy and safer payments via the JumiaPay App.,99 items left,1.6 out of 5,06h : 04m : 50s,https://www.jumia.co.ke/fashion-3-pack-plain-men-official-trousersfree-leather-belt-277743552.html
